coef,12,16,20,24
1.000,4.433,4.600,4.500,4.467
2.000,4.667,4.800,4.533,4.533
5.000,4.467,4.267,4.433,4.333
15.000,4.600,4.633,4.567,4.433
25.000,4.767,4.833,4.533,4.433
