coef,12,16,20,24
1.000,4.833,4.767,4.900,4.800
2.000,4.867,4.867,4.833,4.833
5.000,4.867,4.633,4.767,4.567
15.000,4.700,4.900,4.767,4.700
25.000,4.933,4.833,4.900,4.700
