prompt_idx,layer,steer_layer,alpha_A,alpha_B,eps_A,eps_B,delta_l2,proj_A20,proj_B20,proj_A_L,proj_B_L,proj_A_transport,proj_B_transport,cos_tA_tB,model,vecA_path,vecB_path
3,26,20,1.0,1.0,0.1,0.1,2.36909818649292,1.1315017938613892,1.1416828632354736,1.0067781209945679,1.1157732009887695,1.1881611347198486,1.168619155883789,0.3200176668282947,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
3,27,20,1.0,1.0,0.1,0.1,2.5198731422424316,1.1566864252090454,1.1288704872131348,1.0425498485565186,1.0960861444473267,1.2149219512939453,1.1957815885543823,0.3254034074565494,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
3,28,20,1.0,1.0,0.1,0.1,2.7796056270599365,1.1717350482940674,1.177303433418274,1.0066163539886475,1.1316955089569092,1.357653021812439,1.2538843154907227,0.310955279496119,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
3,29,20,1.0,1.0,0.1,0.1,3.0373406410217285,1.2317370176315308,1.211789608001709,1.1329312324523926,1.1915409564971924,1.3318233489990234,1.2728819847106934,0.3409614332479316,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
3,30,20,1.0,1.0,0.1,0.1,3.544231653213501,1.2405238151550293,1.2641955614089966,1.1930220127105713,1.2884416580200195,1.5359060764312744,1.4502952098846436,0.34448855786836574,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
3,31,20,1.0,1.0,0.1,0.1,5.618978977203369,0.8185009360313416,1.0639097690582275,1.0245201587677002,1.0528430938720703,2.453091621398926,1.8819102048873901,0.3360015378012361,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,19,20,1.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,20,20,1.0,1.0,0.1,0.1,1.486985683441162,1.1054165363311768,1.1044756174087524,1.1054165363311768,1.1044756174087524,1.0874007940292358,1.0801485776901245,0.11407452634029511,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,21,20,1.0,1.0,0.1,0.1,1.6740297079086304,1.1154747009277344,1.137986421585083,1.0564947128295898,1.0902442932128906,1.1102558374404907,1.1255487203598022,0.17760164523269015,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,22,20,1.0,1.0,0.1,0.1,1.819767713546753,1.1068553924560547,1.1244394779205322,1.0359995365142822,1.099040150642395,1.1124145984649658,1.0971969366073608,0.1931883367594204,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,23,20,1.0,1.0,0.1,0.1,1.932702898979187,1.0914928913116455,1.123661994934082,1.0155565738677979,1.095842719078064,1.0843197107315063,1.0885138511657715,0.23580562560759089,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,24,20,1.0,1.0,0.1,0.1,2.0332272052764893,1.083155870437622,1.1232788562774658,0.9840155839920044,1.09132719039917,1.0930076837539673,1.0828723907470703,0.25415940855461777,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,25,20,1.0,1.0,0.1,0.1,2.1684999465942383,1.117957353591919,1.1311283111572266,1.0192369222640991,1.1053059101104736,1.1524980068206787,1.0838470458984375,0.2758723723508037,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,26,20,1.0,1.0,0.1,0.1,2.2929980754852295,1.1147124767303467,1.137966513633728,1.019855260848999,1.1318016052246094,1.1892802715301514,1.1164746284484863,0.30255759617557393,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,27,20,1.0,1.0,0.1,0.1,2.4574344158172607,1.12457275390625,1.1407251358032227,1.0357427597045898,1.1332749128341675,1.20082426071167,1.147922396659851,0.3316731452943073,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,28,20,1.0,1.0,0.1,0.1,2.6712374687194824,1.1462810039520264,1.1677998304367065,1.0391498804092407,1.1472034454345703,1.2486639022827148,1.1988105773925781,0.3431458134327902,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,29,20,1.0,1.0,0.1,0.1,2.9644484519958496,1.2043999433517456,1.2155640125274658,1.1240644454956055,1.2090659141540527,1.3552074432373047,1.2984304428100586,0.3488487857835458,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,30,20,1.0,1.0,0.1,0.1,3.401848554611206,1.190011978149414,1.2644376754760742,1.15619957447052,1.298892855644226,1.476761817932129,1.448976993560791,0.35581942076069734,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
4,31,20,1.0,1.0,0.1,0.1,5.15165901184082,0.7508242130279541,1.0213181972503662,0.970415472984314,1.1175017356872559,2.4005441665649414,2.6416592597961426,0.39389332132493715,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
5,19,20,1.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
5,20,20,1.0,1.0,0.1,0.1,1.4864622354507446,1.1042777299880981,1.10480797290802,1.1042777299880981,1.10480797290802,1.0814542770385742,1.0827696323394775,0.1134801276612382,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
5,21,20,1.0,1.0,0.1,0.1,1.6974599361419678,1.128849983215332,1.1321781873703003,1.0736346244812012,1.0839087963104248,1.112149953842163,1.1596095561981201,0.2385427653789656,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
5,22,20,1.0,1.0,0.1,0.1,1.8843960762023926,1.1387457847595215,1.1298058032989502,1.0824122428894043,1.0870099067687988,1.1599313020706177,1.222915768623352,0.2807528752663828,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
5,23,20,1.0,1.0,0.1,0.1,2.0488107204437256,1.1524672508239746,1.1338040828704834,1.0945017337799072,1.0950758457183838,1.2452082633972168,1.2875027656555176,0.3287867385324103,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt,Llama-3.1-8B-Instruct/multi_role/environmentalist_response_avg_diff.pt
