coef,12,16,20,24
1.000,0.254,0.254,0.000,0.346
2.000,0.183,0.183,0.000,0.000
5.000,0.346,0.183,0.346,0.000
15.000,0.407,0.254,0.183,0.305
25.000,0.305,0.183,0.000,0.000
