coef,12,16,20,24
1.000,4.933,4.933,5.000,4.867
2.000,4.967,4.967,5.000,5.000
5.000,4.867,4.967,4.867,5.000
15.000,4.800,4.933,4.967,4.900
25.000,4.900,4.967,5.000,5.000
