coef,12,16,20,24
1.000,5.000,4.833,4.933,4.967
2.000,5.000,5.000,5.000,4.900
5.000,5.000,5.000,4.867,4.900
15.000,4.967,4.967,4.967,5.000
25.000,4.933,4.900,5.000,4.967
