coef,12,16,20,24
1.000,0.000,0.531,0.254,0.183
2.000,0.000,0.000,0.000,0.403
5.000,0.000,0.000,0.571,0.403
15.000,0.183,0.183,0.183,0.000
25.000,0.254,0.305,0.000,0.183
