coef,12,16,20,24
1.000,0.728,0.952,0.479,0.615
2.000,0.504,0.850,0.379,0.521
5.000,0.630,0.630,0.817,0.861
15.000,0.776,0.765,0.855,0.681
25.000,0.718,0.850,0.305,0.596
