coef,12,16,20,24
1.000,4.100,4.133,4.400,4.100
2.000,4.167,4.467,4.633,4.367
5.000,4.000,4.233,4.233,4.133
15.000,4.167,4.533,4.300,4.433
25.000,4.200,4.633,4.600,4.500
