coef,12,16,20,24
1.000,4.433,4.300,4.667,4.633
2.000,4.767,4.633,4.833,4.733
5.000,4.500,4.500,4.567,4.500
15.000,4.467,4.633,4.600,4.533
25.000,4.367,4.633,4.900,4.700
